variable,auc,mutual_info,mw_effect,mw_pvalue,boruta,rank_auc,rank_mutual_info,rank_boruta,rank_mw_pvalue,mean_rank,overall_rank
V451,0.5043172194687366,0.0,0.008634438937473066,0.5970203192040071,75,332.0,378.5,101.0,332.0,203.024255079801,270
V260,0.5070611226882668,0.005269132809653687,0.014122245376533504,0.38719745762264735,438,222.0,131.0,464.0,222.0,204.34679936440565,271
V96,0.5028263051180699,0.0060486751670207894,0.005652610236139832,0.7292587913937839,302,379.0,114.0,328.0,379.0,205.43231469784843,272
V108,0.5034647198271449,0.0,0.006929439654289604,0.6713525313115916,58,360.0,378.5,84.0,360.0,205.7928381328279,273
V382,0.5039740115612263,0.0028333495896057936,0.007948023122452685,0.6264987594521925,276,345.0,179.0,302.0,345.0,206.65662468986304,274
V450,0.5064291081266513,0.001821688101798724,0.012858216253302412,0.4310981217375438,352,244.0,205.0,378.5,244.0,206.98277453043437,275
V209,0.5085869178425871,0.0,0.017173835685174277,0.2930009663312477,263,163.0,378.5,289.5,163.0,207.8232502415828,276
V67,0.5016851588260594,0.003735429237683885,0.003370317652118704,0.8365050664853487,217,432.0,158.0,243.5,432.0,208.58412626662133,277
V253,0.5058649351281054,0.0,0.01172987025621075,0.47261867157183346,170,259.0,378.5,196.5,259.0,208.61815466789295,278
V389,0.5055289273864869,0.0007323549882318758,0.011057854772974052,0.49835707502293136,298,273.0,239.0,324.0,273.0,209.12458926875573,279
V125,0.5046690675753169,0.005515913070455403,0.009338135150633864,0.5674724552821729,372,313.0,126.0,398.5,313.0,209.51686811382055,280
V119,0.508443714543183,0.0,0.0168874290863662,0.30112480439647793,265,168.0,378.5,291.5,168.0,209.57528120109913,281
V214,0.505980297786061,0.0,0.011960595572122035,0.4639536046736157,177,256.0,378.5,203.5,256.0,209.6159884011684,282
V274,0.5080558656071437,0.0,0.016111731214287106,0.323874084759013,249,186.0,378.5,275.5,186.0,210.08096852118976,283
V384,0.5042818586540234,0.0,0.008563717308046837,0.6000281945301644,103,334.0,378.5,129.5,334.0,210.65000704863255,284
V186,0.5060967804698221,0.0023470209182769874,0.012193560939644077,0.4552949037311914,375,254.0,188.0,401.0,254.0,210.8638237259328,285
